"","office","description","city","zip","state","parish","candidate","party","level","type","genoffice","race","gender"
"966","Councilman","Metro District  4","Baton Rouge","70802","LA","EAST BATON ROUGE","Scott Wilson","Republican","Local","Local Government","Council Member","White","Male"
"967","Councilman","Metro District  5","Baton Rouge","70802","LA","EAST BATON ROUGE","Erika L. Green","Democrat","Local","Local Government","Council Member","Black or African American","Female"
"968","Councilman","Metro District  6","Baton Rouge","70802","LA","EAST BATON ROUGE","Donna Collins-Lewis","Democrat","Local","Local Government","Council Member","Black or African American","Female"
"969","Councilman","Metro District  7","Baton Rouge","70802","LA","EAST BATON ROUGE","LaMont Cole","Democrat","Local","Local Government","Council Member","Black or African American","Male"
"970","Councilman","Metro District  8","Baton Rouge","70802","LA","EAST BATON ROUGE","""Buddy"" Amoroso","Republican","Local","Local Government","Council Member","White","Male"
"971","Councilman","Metro District  9","Baton Rouge","70802","LA","EAST BATON ROUGE","Dwight Hudson","Republican","Local","Local Government","Council Member","White","Male"
"972","Councilman","Metro District 10","Baton Rouge","70802","LA","EAST BATON ROUGE","Tara Wicker","Democrat","Local","Local Government","Council Member","Black or African American","Female"
"973","Councilman","Metro District 11","Baton Rouge","70802","LA","EAST BATON ROUGE","Matthew ""Matt"" Watson","Republican","Local","Local Government","Council Member","White","Male"
"974","Councilman","Metro District 12","Baton Rouge","70802","LA","EAST BATON ROUGE","Barbara Freiberg","Republican","Local","Local Government","Council Member","White","Female"
"975","Police Juror","District 1","Lake Providence","71254","LA","EAST CARROLL","Billy Travis","Democrat","Local","Local Government","Police Juror","White","Male"
"976","Police Juror","District 2","Lake Providence","71254","LA","EAST CARROLL","Kofi Darden Hawkins","Democrat","Local","Local Government","Police Juror",NA,"Female"
"977","Police Juror","District 3","Lake Providence","71254","LA","EAST CARROLL","Brian Blockwood","Democrat","Local","Local Government","Police Juror","Black or African American","Male"
"978","Police Juror","District 4","Lake Providence","71254","LA","EAST CARROLL","Kendall L. Thompson","Democrat","Local","Local Government","Police Juror","Black or African American","Male"
"979","Police Juror","District 5","Lake Providence","71254","LA","EAST CARROLL","Lee Denny","Republican","Local","Local Government","Police Juror","White","Male"
"980","Police Juror","District 1A","Clinton","70722","LA","EAST FELICIANA","Glen Kent","Other","Local","Local Government","Police Juror","White","Male"
"981","Police Juror","District 1B","Clinton","70722","LA","EAST FELICIANA","""Chris"" Hall","Other","Local","Local Government","Police Juror","White","Male"
"982","Police Juror","District 2","Clinton","70722","LA","EAST FELICIANA","Edward Brooks, Sr.","Democrat","Local","Local Government","Police Juror","Black or African American","Male"
"983","Police Juror","District 3","Clinton","70722","LA","EAST FELICIANA","Jason H. McCray","Democrat","Local","Local Government","Police Juror","Black or African American","Male"
"984","Police Juror","District 4A","Clinton","70722","LA","EAST FELICIANA","Keith Mills","Democrat","Local","Local Government","Police Juror","White","Male"
"985","Police Juror","District 4B","Clinton","70722","LA","EAST FELICIANA","Dwight Hill","Other","Local","Local Government","Police Juror","White","Male"
"986","Police Juror","District 5","Clinton","70722","LA","EAST FELICIANA","Michael Cheatham","Democrat","Local","Local Government","Police Juror","Black or African American","Male"
"987","Police Juror","District 6","Clinton","70722","LA","EAST FELICIANA","Sean Smith","Democrat","Local","Local Government","Police Juror","White","Male"
"988","Police Juror","District 7","Clinton","70722","LA","EAST FELICIANA","Louis J. Kent","Democrat","Local","Local Government","Police Juror","Black or African American","Male"
"989","Police Juror","District  1","Ville Platte","70586-4490","LA","EVANGELINE","Rocky B. Rider","Democrat","Local","Local Government","Police Juror","White","Male"
"990","Police Juror","District  2","Ville Platte","70586-4490","LA","EVANGELINE","Sidney Fontenot","Democrat","Local","Local Government","Police Juror","White","Male"
"991","Police Juror","District  3","Ville Platte","70586-4490","LA","EVANGELINE","Ryan Ardoin","Other","Local","Local Government","Police Juror","White","Male"
"992","Police Juror","District  4","Ville Platte","70586-4490","LA","EVANGELINE","Lamar Johnson","Democrat","Local","Local Government","Police Juror","White","Male"
"993","Police Juror","District  5","Ville Platte","70586-4490","LA","EVANGELINE","Kevin Veillon","Democrat","Local","Local Government","Police Juror","White","Male"
"994","Police Juror","District  6","Ville Platte","70586-4490","LA","EVANGELINE","Eric B. Soileau","Democrat","Local","Local Government","Police Juror","White","Male"
"995","Police Juror","District  7","Ville Platte","70586-4490","LA","EVANGELINE","Bryan Vidrine","Democrat","Local","Local Government","Police Juror","White","Male"
"996","Police Juror","District  8","Ville Platte","70586-4490","LA","EVANGELINE","Ryan ""LeDay"" Williams","Democrat","Local","Local Government","Police Juror","Black or African American","Male"
"997","Police Juror","District  9","Ville Platte","70586-4490","LA","EVANGELINE","Daniel Arvie","Democrat","Local","Local Government","Police Juror","Black or African American","Male"
"998","Police Juror","District  1","Winnsboro","71295","LA","FRANKLIN","Ricky Campbell","Other","Local","Local Government","Police Juror","White","Male"
"999","Police Juror","District  2","Winnsboro","71295","LA","FRANKLIN","K. W. ""Buddy"" Parks","Other","Local","Local Government","Police Juror","White","Male"
"1000","Police Juror","District  3","Winnsboro","71295","LA","FRANKLIN","James H. Harris","Republican","Local","Local Government","Police Juror","White","Male"
"1001","Police Juror","District  4","Winnsboro","71295","LA","FRANKLIN","Troy Hendry","Republican","Local","Local Government","Police Juror","White","Male"
"1002","Police Juror","District  5","Winnsboro","71295","LA","FRANKLIN","Leroy ""Roy"" Scott","Other","Local","Local Government","Police Juror","Black or African American","Male"
"1003","Police Juror","District  6","Winnsboro","71295","LA","FRANKLIN","W. H. ""Rawhide"" Robinson","Republican","Local","Local Government","Police Juror","White","Male"
"1004","Police Juror","District  7","Winnsboro","71295","LA","FRANKLIN","Joe Lewis","Democrat","Local","Local Government","Police Juror","Black or African American","Male"
"1005","Police Juror","District 1","Colfax","71417","LA","GRANT","Brandon DuBois","Other","Local","Local Government","Police Juror","White","Male"
"1006","Police Juror","District 2","Colfax","71417","LA","GRANT","Carl Ray Lasyone","Other","Local","Local Government","Police Juror","White","Male"
"1007","Police Juror","District 3","Colfax","71417","LA","GRANT","Cephas Bowie, Jr.","Democrat","Local","Local Government","Police Juror","Black or African American","Male"
"1008","Police Juror","District 4","Colfax","71417","LA","GRANT","Arnold Murrell","Other","Local","Local Government","Police Juror","White","Male"
"1009","Police Juror","District 5","Colfax","71417","LA","GRANT","Britton Carroll","Republican","Local","Local Government","Police Juror","White","Male"
"1010","Police Juror","District 6","Colfax","71417","LA","GRANT","Winston K. Roberts","Republican","Local","Local Government","Police Juror","White","Male"
"1011","Police Juror","District 7","Colfax","71417","LA","GRANT","David Merrell","Republican","Local","Local Government","Police Juror","White","Male"
"1012","Police Juror","District 8","Colfax","71417","LA","GRANT","Donald G. ""Don"" Arnold","Republican","Local","Local Government","Police Juror","White","Male"
"1013","Councilman","District  1","New Iberia","70560-4543","LA","IBERIA","Francis ""Tommy"" Pollard, Sr.","Democrat","Local","Local Government","Council Member","Black or African American","Male"
"1014","Councilman","District  2","New Iberia","70560-4543","LA","IBERIA","Michael R. Landry","Democrat","Local","Local Government","Council Member","Black or African American","Male"
"1015","Councilman","District  3","New Iberia","70560-4543","LA","IBERIA","""Tommy"" Landry","Republican","Local","Local Government","Council Member","White","Male"
"1016","Councilman","District  4","New Iberia","70560-4543","LA","IBERIA","Lloyd Brown","Democrat","Local","Local Government","Council Member","Black or African American","Male"
"1017","Councilman","District  5","New Iberia","70560-4543","LA","IBERIA","Warren Gachassin, Jr.","Republican","Local","Local Government","Council Member","White","Male"
"1018","Councilman","District  6","New Iberia","70560-4543","LA","IBERIA","Natalie Bernard Broussard","Republican","Local","Local Government","Council Member","White","Female"
"1019","Councilman","District  7","New Iberia","70560-4543","LA","IBERIA","Paul G. Landry","Other","Local","Local Government","Council Member","White","Male"
"1020","Councilman","District  8","New Iberia","70560-4543","LA","IBERIA","Ricky Gonsoulin","Republican","Local","Local Government","Council Member","White","Male"
"1021","Councilman","District  9","New Iberia","70560-4543","LA","IBERIA","Joel Dugas","Republican","Local","Local Government","Council Member","White","Male"
"1022","Councilman","District 10","New Iberia","70560-4543","LA","IBERIA","Eugene A. Olivier, Sr.","Democrat","Local","Local Government","Council Member","Black or African American","Male"
"1023","Councilman","District 11","New Iberia","70560-4543","LA","IBERIA","Brian P. Napier","Republican","Local","Local Government","Council Member","White","Male"
"1024","Councilman","District 12","New Iberia","70560-4543","LA","IBERIA","Berwick ""June"" Francis, Jr.","Democrat","Local","Local Government","Council Member","Black or African American","Male"
"1025","Councilman","District 13","New Iberia","70560-4543","LA","IBERIA","Marty Trahan","Republican","Local","Local Government","Council Member","White","Male"
"1026","Councilman","District 14","New Iberia","70560-4543","LA","IBERIA","Chad Maturin","Democrat","Local","Local Government","Council Member","White","Male"
"1027","Council Member","District  1","Plaquemine","70765-0389","LA","IBERVILLE","Warren ""T-Notchie"" Taylor","Democrat","Local","Local Government","Council Member","Black or African American","Male"
"1028","Council Member","District  2","Plaquemine","70765-0389","LA","IBERVILLE","Mitchel J. Ourso","Democrat","Local","Local Government","Council Member","White","Male"
"1029","Council Member","District  3","Plaquemine","70765-0389","LA","IBERVILLE","Thomas E. Dominique, Sr.","Democrat","Local","Local Government","Council Member","Black or African American","Male"
"1030","Council Member","District  4","Plaquemine","70765-0389","LA","IBERVILLE","Leonard ""Buck"" Jackson","Democrat","Local","Local Government","Council Member","Black or African American","Male"
"1031","Council Member","District  5","Plaquemine","70765-0389","LA","IBERVILLE","Steve ""Pine"" Smith","Democrat","Local","Local Government","Council Member","White","Male"
"1032","Council Member","District  6","Plaquemine","70765-0389","LA","IBERVILLE","Courtney P. Lewis","Democrat","Local","Local Government","Council Member","Black or African American","Female"
"1033","Council Member","District  7","Plaquemine","70765-0389","LA","IBERVILLE","Ty Arnold","Democrat","Local","Local Government","Council Member","Black or African American","Male"
"1034","Council Member","District  8","Plaquemine","70765-0389","LA","IBERVILLE","Hunter S. Markins","Democrat","Local","Local Government","Council Member","White","Male"
"1035","Council Member","District  9","Plaquemine","70765-0389","LA","IBERVILLE","Terry J. Bradford","Democrat","Local","Local Government","Council Member","White","Male"
"1036","Council Member","District 10","Plaquemine","70765-0389","LA","IBERVILLE","Louis ""Pete"" Kelley","Democrat","Local","Local Government","Council Member","White","Male"
"1037","Council Member","District 11","Plaquemine","70765-0389","LA","IBERVILLE","Timothy ""Tim"" Vallet","Democrat","Local","Local Government","Council Member","White","Male"
