,party,votes,district,candidate,parish,n_rep,n_other,sex,n_dem,n_can,n_nopty,year,position,estimate_confidence
878,NOPTY,253,Town of Vivian,"Philip ""Kru"" Craft ",Caddo,0,0,m,2,3,1,2014,Chief of Police,0.99600370435148
879,DEM,503,Town of Vivian,Ryan Nelson ,Caddo,0,0,m,2,3,1,2014,Chief of Police,0.9807473407676215
880,DEM,247,Town of Vivian,Sam Curry ,Caddo,0,0,m,2,3,1,2014,Chief of Police,0.98547846154897
881,DEM,47,Town of Washington,"Daniel Trent, Sr. ",St. Landry,0,0,m,3,4,1,2016,Chief of Police,0.9947209649748667
882,DEM,356,Town of Washington,Latoya Trent ,St. Landry,0,0,f,3,4,1,2016,Chief of Police,0.9957171969728437
883,NOPTY,74,Town of Washington,Mary Doucet ,St. Landry,0,0,f,3,4,1,2016,Chief of Police,0.9968311527897354
884,DEM,38,Town of Washington,William Worthy ,St. Landry,0,0,m,3,4,1,2016,Chief of Police,0.9953311467968323
885,NOPTY,549,Town of Welsh,"""Tommy"" Chaisson ",Jefferson Davis,0,0,m,1,2,1,2016,Chief of Police,0.9841493187805505
886,DEM,917,Town of Welsh,Marcus L. Crochet ,Jefferson Davis,0,0,m,1,2,1,2016,Chief of Police,0.9907745637777557
887,DEM,486,Town of White Castle,"Harold L. Brooks, Jr. ",Iberville,0,0,m,2,2,0,2014,Chief of Police,0.9942476602302137
888,DEM,497,Town of White Castle,Mario D. Brown ,Iberville,0,0,m,2,2,0,2014,Chief of Police,0.9883489457169147
889,DEM,66,Town of Wisner,Everett J. Richardson ,Franklin,0,0,m,2,4,2,2014,Chief of Police,0.9955454533840646
890,NOPTY,122,Town of Wisner,Jacob W. Jones ,Franklin,0,0,m,2,4,2,2014,Chief of Police,0.9949696256583854
891,DEM,41,Town of Wisner,Jessie E. Lemle ,Franklin,0,0,,2,4,2,2014,Chief of Police,0
892,NOPTY,57,Town of Wisner,Roy Cureington ,Franklin,0,0,m,2,4,2,2014,Chief of Police,0.9925776127688798
893,NOPTY,316,Town of Zwolle,Daniel Thomas ,Sabine,1,0,m,1,3,1,2014,Chief of Police,0.9947209649748667
894,DEM,210,Town of Zwolle,Dontrell Evans ,Sabine,1,0,m,1,3,1,2014,Chief of Police,0.9828802400997837
895,REP,72,Town of Zwolle,Jeff Alford ,Sabine,1,0,m,1,3,1,2014,Chief of Police,0.9975337558942067
896,REP,221,Village of Anacoco,Jerry C. Waller ,Vernon,1,0,m,0,2,1,2016,Chief of Police,0.974761974032612
897,NOPTY,242,Village of Anacoco,Randall Bryan ,Vernon,1,0,m,0,2,1,2016,Chief of Police,0.9934086762384398
898,NOPTY,44,Village of Baskin,Danny Barber ,Franklin,0,0,m,0,2,2,2014,Chief of Police,0.994390076673969
899,NOPTY,38,Village of Baskin,Roger Grayson ,Franklin,0,0,m,0,2,2,2014,Chief of Police,0.995624664774564
900,DEM,78,Village of Chataignier,Bill Ortego ,Evangeline,0,0,m,2,2,0,2014,Chief of Police,0.9967213773324987
901,DEM,105,Village of Chataignier,"Paul Allen, Jr. ",Evangeline,0,0,m,2,2,0,2014,Chief of Police,0.995449657970713
902,REP,19,Village of Converse,Chad Ryals ,Sabine,1,0,m,1,2,0,2016,Chief of Police,0.9949966789288132
903,DEM,128,Village of Converse,"Keith ""Cricket"" Manshack ",Sabine,1,0,m,1,2,0,2016,Chief of Police,0.9944324676750684
904,DEM,48,Village of Dodson,John Kelly ,Winn,0,0,m,1,2,1,2014,Chief of Police,0.9954070242261275
905,NOPTY,68,Village of Dodson,Robert Basso ,Winn,0,0,m,1,2,1,2014,Chief of Police,0.9952560453690997
906,DEM,104,Village of Dubberly,Charles E. Mims ,Webster,1,0,m,1,2,0,2016,Chief of Police,0.9940010817081071
907,REP,60,Village of Dubberly,Joseph Henry ,Webster,1,0,m,1,2,0,2016,Chief of Police,0.9948957606347725
908,DEM,24,Village of East Hodge,Johnny Will Mathews ,Jackson,0,0,m,2,2,0,2014,Chief of Police,0.9881686765203005
909,DEM,73,Village of East Hodge,"Simmie T. ""Slim"" Brown ",Jackson,0,0,m,2,2,0,2014,Chief of Police,0.9260617546021657
910,REP,24,Village of Epps,"Michael ""Mickey"" Black ",West Carroll,1,0,m,1,2,0,2014,Chief of Police,0.9942998490435268
911,DEM,152,Village of Epps,Roosevelt Porter ,West Carroll,1,0,m,1,2,0,2014,Chief of Police,0.992226071067202
912,NOPTY,42,Village of Fenton,"James ""Russell"" Benoit ",Jefferson Davis,0,0,m,0,2,2,2016,Chief of Police,0.9948946927250034
913,NOPTY,146,Village of Fenton,"Luther ""Sam"" Alfred ",Jefferson Davis,0,0,m,0,2,2,2016,Chief of Police,0.9932132758096254
914,OTHER,45,Village of Forest Hill,"Albin Rabalais, Jr. ",Rapides,0,2,m,0,3,1,2014,Chief of Police,1.0
915,OTHER,180,Village of Forest Hill,"Garland ""Bear"" Carroll ",Rapides,0,2,m,0,3,1,2014,Chief of Police,0.965854246014408
916,NOPTY,19,Village of Forest Hill,Ricky Gene Craig ,Rapides,0,2,m,0,3,1,2014,Chief of Police,0.9913254239721818
917,REP,102,Village of Georgetown,"""Clay"" Nugent ",Grant,2,0,m,0,2,0,2016,Chief of Police,0.9931191736559304
918,REP,38,Village of Georgetown,Harry Robertson III ,Grant,2,0,m,0,2,0,2016,Chief of Police,0.9941609442163457
919,NOPTY,63,Village of Gilbert,"""Bill"" Ezell ",Franklin,0,0,m,1,3,2,2014,Chief of Police,0.9967213773324987
920,NOPTY,62,Village of Gilbert,Nathan Roberts ,Franklin,0,0,m,1,3,2,2014,Chief of Police,0.9944089678563528
921,DEM,83,Village of Gilbert,Wesley Ezell ,Franklin,0,0,m,1,3,2,2014,Chief of Police,0.9878998180303924
922,DEM,19,Village of Hessmer,Donald Bernard ,Avoyelles,0,0,m,3,3,0,2016,Chief of Police,0.995398079943256
923,DEM,110,Village of Hessmer,Donald Lachney ,Avoyelles,0,0,m,3,3,0,2016,Chief of Police,0.995398079943256
924,DEM,239,Village of Hessmer,Kenneth P. Smith ,Avoyelles,0,0,m,3,3,0,2016,Chief of Police,0.995116846001582
925,DEM,69,Village of Hodge,Johnny Shively ,Jackson,0,0,m,1,2,1,2014,Chief of Police,0.9881686765203005
926,NOPTY,100,Village of Hodge,Travis Reed ,Jackson,0,0,m,1,2,1,2014,Chief of Police,0.9912974855038632
927,REP,170,Village of Maurice,Brian Baumgardner ,Vermilion,1,0,m,1,2,0,2014,Chief of Police,0.9956214351347468
928,DEM,295,Village of Maurice,Warren Rost ,Vermilion,1,0,m,1,2,0,2014,Chief of Police,0.993995646409013
929,DEM,92,Village of Montpelier,Gerald O'Malley ,St. Helena,0,0,m,1,2,1,2014,Chief of Police,0.9937664702958089
930,NOPTY,33,Village of Montpelier,Willie S. Manchester ,St. Helena,0,0,m,1,2,1,2014,Chief of Police,0.8245478946169532
931,NOPTY,193,Village of Morse,August Guillory ,Acadia,1,1,m,0,3,1,2014,Chief of Police,0.911434123803565
932,OTHER,100,Village of Morse,"Gregory ""Buddy"" Guidry ",Acadia,1,1,m,0,3,1,2014,Chief of Police,0.9953165996883814
933,REP,37,Village of Morse,Landun Primeaux ,Acadia,1,1,,0,3,1,2014,Chief of Police,0
934,REP,41,Village of North Hodge,Oscar Conville ,Jackson,1,0,m,0,2,1,2014,Chief of Police,0.9916800570854397
935,NOPTY,109,Village of North Hodge,Phillip Moffett ,Jackson,1,0,m,0,2,1,2014,Chief of Police,0.9945836354273239
936,NOPTY,54,Village of Pine Prairie,Joshua C. Estes ,Evangeline,0,0,m,1,2,1,2016,Chief of Police,0.9938955643836723
937,DEM,360,Village of Pine Prairie,L. C. Deshotel ,Evangeline,0,0,,1,2,1,2016,Chief of Police,0
938,NOPTY,19,Village of Powhatan,Clarence White ,Natchitoches,0,0,m,1,2,1,2016,Chief of Police,0.9912655858946845
939,DEM,30,Village of Powhatan,Gregory Blake ,Natchitoches,0,0,m,1,2,1,2016,Chief of Police,0.9953165996883814
940,DEM,205,Village of Simsboro,Billy Foster ,Lincoln,1,0,m,1,2,0,2014,Chief of Police,0.9859946135442302
941,REP,73,Village of Simsboro,Danny Brown ,Lincoln,1,0,m,1,2,0,2014,Chief of Police,0.994390076673969
942,DEM,221,Village of Tangipahoa,Darrell Martin ,Tangipahoa,0,0,m,2,2,0,2016,Chief of Police,0.9915456002242513
943,DEM,112,Village of Tangipahoa,Ray A. Henry ,Tangipahoa,0,0,m,2,2,0,2016,Chief of Police,0.9814597540543182
944,DEM,97,Village of Turkey Creek,Louis Dale Marcantel ,Evangeline,1,0,m,1,3,1,2014,Chief of Police,0.9920526015290941
945,NOPTY,7,Village of Turkey Creek,Raymond DarDar ,Evangeline,1,0,m,1,3,1,2014,Chief of Police,0.9942180892480348
946,REP,100,Village of Turkey Creek,Robert Glen Leggett ,Evangeline,1,0,m,1,3,1,2014,Chief of Police,0.9952560453690997
947,DEM,1665,"City Court, City of Baker","""Ken"" Fabre ",East Baton Rouge,0,0,m,2,2,0,2014,City Judge,0.9989603778362764
948,DEM,2685,"City Court, City of Baker",Kirk A. Williams ,East Baton Rouge,0,0,m,2,2,0,2014,City Judge,0.996588665006344
949,DEM,805,"City Court, City of Bunkie","Dan McKay, Jr. ",Avoyelles,0,0,m,2,2,0,2014,City Judge,0.9951201122262521
950,DEM,924,"City Court, City of Bunkie","Derrick ""Digger"" Earles ",Avoyelles,0,0,m,2,2,0,2014,City Judge,0.9906016544670052
951,REP,6369,"City Court, City of Denham Springs","""Blayne"" Honeycutt ",Livingston,2,0,m,0,2,0,2016,City Judge,0.9067273250820312
952,REP,10854,"City Court, City of Denham Springs",Jerry Denton ,Livingston,2,0,m,0,2,0,2016,City Judge,0.974761974032612
953,DEM,999,"City Court, City of Eunice","""Jay"" Caswell ",Multi-Parish Race,2,0,m,2,4,0,2014,City Judge,0.9871461001024192
954,REP,1637,"City Court, City of Eunice","""Terry"" Hoychick ",Multi-Parish Race,2,0,m,2,4,0,2014,City Judge,0.7933753306521132
955,DEM,1097,"City Court, City of Eunice",Josie Frank ,Multi-Parish Race,2,0,f,2,4,0,2014,City Judge,0.9854289764757637
956,REP,1162,"City Court, City of Eunice",Paul Brown ,Multi-Parish Race,2,0,m,2,4,0,2014,City Judge,0.995449657970713
957,REP,5412,"City Court, City of Houma",Cheryl Carter ,Terrebonne,3,0,f,0,3,0,2014,City Judge,0.9978893583941136
958,REP,14779,"City Court, City of Houma","Matthew ""Matt"" Hagen ",Terrebonne,3,0,m,0,3,0,2014,City Judge,0.995201984446223
959,REP,8229,"City Court, City of Houma",Randall M. Alfred ,Terrebonne,3,0,m,0,3,0,2014,City Judge,0.9934086762384398
960,DEM,1399,"City Court, City of Kaplan","Frank LeMoine, Sr. ",Vermilion,1,0,m,1,2,0,2014,City Judge,0.9943891786097325
961,REP,2132,"City Court, City of Kaplan",Stanton Hardee ,Vermilion,1,0,m,1,2,0,2014,City Judge,1.0
962,REP,2637,"City Court, City of New Iberia","""Trey"" Haik ",Iberia,3,0,m,1,5,1,2014,City Judge,0.9933931888979189
963,NOPTY,756,"City Court, City of New Iberia",David Lamm ,Iberia,3,0,m,1,5,1,2014,City Judge,0.9958660209367381
964,REP,2300,"City Court, City of New Iberia",Edward Landry ,Iberia,3,0,m,1,5,1,2014,City Judge,0.9949059318555097
965,DEM,2278,"City Court, City of New Iberia",Natalie Bernard Broussard ,Iberia,3,0,f,1,5,1,2014,City Judge,0.9966198738246524
966,REP,951,"City Court, City of New Iberia",Shane Errol Romero ,Iberia,3,0,m,1,5,1,2014,City Judge,0.9779401882435075
967,DEM,4197,"City Court, City of Opelousas",Anna C. Simmons ,St. Landry,0,0,f,2,2,0,2014,City Judge,0.9964472846486572
968,DEM,7889,"City Court, City of Opelousas",Vanessa Harris ,St. Landry,0,0,f,2,2,0,2014,City Judge,0.9950430621675244
969,REP,2824,"City Court, City of Pineville",Fred Pharis ,Rapides,3,0,m,1,4,0,2014,City Judge,0.9940848274552908
970,REP,5901,"City Court, City of Pineville",Gary K. Hays ,Rapides,3,0,m,1,4,0,2014,City Judge,0.9959022097468163
971,REP,3696,"City Court, City of Pineville",Lauren Saucier ,Rapides,3,0,f,1,4,0,2014,City Judge,0.9856479517774427
972,DEM,3918,"City Court, City of Pineville",Todd L. Farrar ,Rapides,3,0,m,1,4,0,2014,City Judge,0.9958208312457597
973,DEM,8321,"City Court, City of Slidell","d'Andrea ""d"" Chatman ",St. Tammany,1,0,,1,2,0,2014,City Judge,0
974,REP,20098,"City Court, City of Slidell","James ""Jim"" Lamz ",St. Tammany,1,0,m,1,2,0,2014,City Judge,0.9948946927250034
975,DEM,1090,"City Court, City of Ville Platte","""Kathy"" Fontenot-Meyers ",Evangeline,0,0,f,4,4,0,2014,City Judge,0.9978850951433448
976,DEM,1170,"City Court, City of Ville Platte","Alex ""Sonny"" Chapman ",Evangeline,0,0,m,4,4,0,2014,City Judge,0.9773922120744101
977,DEM,1831,"City Court, City of Ville Platte",Gregory Vidrine ,Evangeline,0,0,m,4,4,0,2014,City Judge,0.9953165996883814
978,DEM,2110,"City Court, City of Ville Platte","Julhelene ""Betsy"" Jackson ",Evangeline,0,0,,4,4,0,2014,City Judge,0
979,NOPTY,22443,"City Court, Division A, City of Lafayette","""Francie"" Bouillion ",Lafayette,1,0,f,0,2,1,2014,City Judge,0.9996918316285458
980,REP,15796,"City Court, Division A, City of Lafayette",Joseph H. Riley II ,Lafayette,1,0,m,0,2,1,2014,City Judge,0.9948957606347725
981,REP,11148,"City Court, Division A, City of Lake Charles","""Rob"" McCorquodale ",Calcasieu,1,0,m,2,3,0,2014,City Judge,1.0
982,DEM,7811,"City Court, Division A, City of Lake Charles",Brent Hawkins ,Calcasieu,1,0,m,2,3,0,2014,City Judge,0.9948964725548963
983,DEM,11690,"City Court, Division A, City of Lake Charles",Jamie Bice ,Calcasieu,1,0,f,2,3,0,2014,City Judge,0.7564943833665181
984,DEM,11336,"City Court, Division B, City of Lake Charles","""Ron"" Richard ",Calcasieu,0,1,m,2,3,0,2014,City Judge,0.9975548175131598
985,OTHER,4528,"City Court, Division B, City of Lake Charles",Bryan Gill ,Calcasieu,0,1,m,2,3,0,2014,City Judge,0.9944598525935707
986,DEM,14228,"City Court, Division B, City of Lake Charles",John S. Hood ,Calcasieu,0,1,m,2,3,0,2014,City Judge,0.9954070242261275
987,DEM,2301,"City Court, Division C, City of Monroe",Aisha Clark ,Ouachita,0,0,f,4,5,1,2014,City Judge,0.9972151671275361
988,NOPTY,463,"City Court, Division C, City of Monroe",Anselm Nwokorie ,Ouachita,0,0,m,4,5,1,2014,City Judge,1.0
989,DEM,939,"City Court, Division C, City of Monroe",Carlton Parhms ,Ouachita,0,0,m,4,5,1,2014,City Judge,0.9927733916007149
990,DEM,1138,"City Court, Division C, City of Monroe",George W. Britton III ,Ouachita,0,0,m,4,5,1,2014,City Judge,0.9921466650857803
991,DEM,1927,"City Court, Division C, City of Monroe",Shereba L. Diaz' ,Ouachita,0,0,,4,5,1,2014,City Judge,0
992,REP,1565,"City Court, Town of Vidalia",Scott McLemore ,Concordia,1,0,m,0,2,1,2016,City Judge,0.996213262407998
993,NOPTY,548,"City Court, Town of Vidalia",Stuart Boykin ,Concordia,1,0,m,0,2,1,2016,City Judge,0.9953251410429917
994,DEM,14205,"Election Dist. 2, Div. D, City of Shreveport",Sheva M. Sims ,Multi-Parish Race,0,0,f,2,2,0,2014,"City Judge, City Court",1.0
995,DEM,6249,"Election Dist. 2, Div. D, City of Shreveport",Terrell J. Myles ,Multi-Parish Race,0,0,m,2,2,0,2014,"City Judge, City Court",0.9312075026625759
996,REP,3177,"City Court, City of Alexandria","""Beau"" Meynard ",Rapides,2,0,m,3,5,0,2014,City Marshal,0.9910182159304541
997,REP,1622,"City Court, City of Alexandria","""Steve"" Edwards ",Rapides,2,0,m,3,5,0,2014,City Marshal,0.9956905469526298
998,DEM,6039,"City Court, City of Alexandria",Charlie Dewitt ,Rapides,2,0,m,3,5,0,2014,City Marshal,0.9262975410868247
999,DEM,1492,"City Court, City of Alexandria","Edward Butler, Jr. ",Rapides,2,0,m,3,5,0,2014,City Marshal,0.9949059318555097
1000,DEM,8350,"City Court, City of Alexandria",Terence R. Grines ,Rapides,2,0,m,3,5,0,2014,City Marshal,0.993194439049139
1001,DEM,845,"City Court, City of Bogalusa","""Mike"" Garic ",Washington,1,0,m,3,4,0,2014,City Marshal,0.9962674737321997
1002,REP,1102,"City Court, City of Bogalusa","Dewitt Williams, Jr. ",Washington,1,0,m,3,4,0,2014,City Marshal,1.0
1003,DEM,1863,"City Court, City of Bogalusa","John W. Sumrall, Jr. ",Washington,1,0,m,3,4,0,2014,City Marshal,0.9954070242261275
1004,DEM,1179,"City Court, City of Bogalusa",Willis M. Yarbrough ,Washington,1,0,m,3,4,0,2014,City Marshal,0.9843645368045324
1005,REP,4059,"City Court, City of Bossier City",Carl Wayne Richard ,Bossier,2,0,m,0,2,0,2014,City Marshal,0.9925017929658256
1006,REP,9941,"City Court, City of Bossier City","Jimmie ""Jim"" Whitman ",Bossier,2,0,m,0,2,0,2014,City Marshal,0.8475755115961737
1007,DEM,965,"City Court, City of Bunkie",Charles J. Candella ,Avoyelles,1,0,m,1,2,0,2014,City Marshal,0.9940010817081071
1008,REP,728,"City Court, City of Bunkie",Glen D. Gremillion ,Avoyelles,1,0,m,1,2,0,2014,City Marshal,0.9910335376998751
1009,REP,10462,"City Court, City of Denham Springs",Jerry Denton ,Livingston,1,1,m,0,2,0,2014,City Marshal,0.974761974032612
1010,OTHER,2467,"City Court, City of Denham Springs","Willie ""Jr."" Brooks ",Livingston,1,1,m,0,2,0,2014,City Marshal,0.8245478946169532
1011,DEM,779,"City Court, City of Eunice",Ronnie L. Valenta ,Multi-Parish Race,0,0,m,2,2,0,2014,City Marshal,0.9618753296503548
1012,DEM,3853,"City Court, City of Eunice",Terry J. Darbonne ,Multi-Parish Race,0,0,m,2,2,0,2014,City Marshal,0.7933753306521132
1013,REP,6560,"City Court, City of Hammond","""Pat"" Farris ",Tangipahoa,2,0,f,3,7,2,2014,City Marshal,0.6253448564940995
1014,NOPTY,711,"City Court, City of Hammond",Arden Wells ,Tangipahoa,2,0,m,3,7,2,2014,City Marshal,0.6927566585286067
1015,DEM,1343,"City Court, City of Hammond","Debra Travis ""Debbie"" Norwood ",Tangipahoa,2,0,f,3,7,2,2014,City Marshal,0.9980319958133039
1016,REP,6355,"City Court, City of Hammond",Jeff LeSaicherre ,Tangipahoa,2,0,m,3,7,2,2014,City Marshal,0.9975337558942067
1017,DEM,166,"City Court, City of Hammond",Kenneth Klock ,Tangipahoa,2,0,m,3,7,2,2014,City Marshal,0.995116846001582
1018,DEM,1440,"City Court, City of Hammond","Oscar ""Omar"" Dantzler, Jr. ",Tangipahoa,2,0,m,3,7,2,2014,City Marshal,0.9916800570854397
1019,NOPTY,864,"City Court, City of Hammond",William Wainwright ,Tangipahoa,2,0,m,3,7,2,2014,City Marshal,0.9953311467968323
1020,REP,5817,"City Court, City of Houma",Brian J. LeBlanc ,Terrebonne,4,0,m,2,6,0,2014,City Marshal,0.9956214351347468
1021,DEM,5236,"City Court, City of Houma","David ""D. L."" Mosely ",Terrebonne,4,0,m,2,6,0,2014,City Marshal,0.9958660209367381
1022,DEM,2513,"City Court, City of Houma",Ernest P. Boudreaux ,Terrebonne,4,0,m,2,6,0,2014,City Marshal,0.9923010485161761
1023,REP,6394,"City Court, City of Houma",Orville Callahan ,Terrebonne,4,0,m,2,6,0,2014,City Marshal,0.9976347891484104
1024,REP,3626,"City Court, City of Houma",Ronald Lirette ,Terrebonne,4,0,m,2,6,0,2014,City Marshal,0.9956894288101295
1025,REP,5129,"City Court, City of Houma",Willie Radau III ,Terrebonne,4,0,m,2,6,0,2014,City Marshal,0.8245478946169532
1026,DEM,1232,"City Court, City of Kaplan","Brodney Mouton, Sr. ",Vermilion,0,0,m,2,2,0,2014,City Marshal,1.0
1027,DEM,2206,"City Court, City of Kaplan",Ruby C. Thibeaux ,Vermilion,0,0,f,2,2,0,2014,City Marshal,0.9914920484974951
1028,REP,14955,"City Court, City of Lafayette",Brian Pope ,Lafayette,1,0,m,2,4,1,2014,City Marshal,0.9956214351347468
1029,DEM,9844,"City Court, City of Lafayette","Earl ""Nickey"" Picard ",Lafayette,1,0,m,2,4,1,2014,City Marshal,0.9912093836133593
1030,DEM,4146,"City Court, City of Lafayette",Joseph B. Cormier ,Lafayette,1,0,m,2,4,1,2014,City Marshal,0.9948957606347725
1031,NOPTY,11582,"City Court, City of Lafayette",Kip Judice ,Lafayette,1,0,m,2,4,1,2014,City Marshal,0.9768746862867818
1032,NOPTY,5365,"City Court, City of Lake Charles","""Jeff"" Hooper ",Calcasieu,1,0,m,1,3,1,2014,City Marshal,0.9975337558942067
1033,DEM,9344,"City Court, City of Lake Charles","James  ""Jimmy"" Richard ",Calcasieu,1,0,m,1,3,1,2014,City Marshal,0.9948946927250034
1034,REP,14730,"City Court, City of Lake Charles","Joseph ""Joey"" Alcede III ",Calcasieu,1,0,m,1,3,1,2014,City Marshal,0.9948957606347725
1035,OTHER,3323,"City Court, City of Minden",Dustin W. Reynolds ,Webster,0,1,m,2,3,0,2014,City Marshal,0.9910176305454788
1036,DEM,3707,"City Court, City of Minden","Jack R. ""Randy"" Shelley ",Webster,0,1,m,2,3,0,2014,City Marshal,0.9950907746032579
1037,DEM,1793,"City Court, City of Minden",Murphy Robertson ,Webster,0,1,m,2,3,0,2014,City Marshal,0.9618007959534476
1038,DEM,794,"City Court, City of Monroe","Clifford ""Rev"" Thomas ",Ouachita,1,0,m,3,4,0,2014,City Marshal,0.9918897662787557
1039,REP,5645,"City Court, City of Monroe",John Shamblin ,Ouachita,1,0,m,3,4,0,2014,City Marshal,0.9954070242261275
1040,DEM,2652,"City Court, City of Monroe",Roland W. Edwards ,Ouachita,1,0,m,3,4,0,2014,City Marshal,0.9953479110119346
1041,DEM,8160,"City Court, City of Monroe","Wince Highshaw, Jr. ",Ouachita,1,0,m,3,4,0,2014,City Marshal,1.0
1042,DEM,2821,"City Court, City of Natchitoches","""Randy"" Williams ",Natchitoches,1,0,m,3,4,0,2014,City Marshal,0.983812860653693
1043,DEM,1647,"City Court, City of Natchitoches","""Tim"" Key ",Natchitoches,1,0,m,3,4,0,2014,City Marshal,0.9973646155847874
1044,REP,1910,"City Court, City of Natchitoches",David Cheatwood ,Natchitoches,1,0,m,3,4,0,2014,City Marshal,0.9958660209367381
1045,DEM,1252,"City Court, City of Natchitoches",Kevin Ray Stafford ,Natchitoches,1,0,m,3,4,0,2014,City Marshal,0.9945180647631703
1046,OTHER,1275,"City Court, City of New Iberia","""Mike Bomba"" Lopez ",Iberia,1,1,m,1,3,0,2014,City Marshal,0.9962674737321997
1047,REP,3221,"City Court, City of New Iberia","""Tony"" Migues ",Iberia,1,1,m,1,3,0,2014,City Marshal,0.987780862229734
1048,DEM,4297,"City Court, City of New Iberia","Victor ""Vic"" Delcambre ",Iberia,1,1,m,1,3,0,2014,City Marshal,0.9921545095987564
1049,REP,1016,"City Court, City of Oakdale","""Mike Freck"" Slaney ",Allen,1,0,m,0,2,1,2014,City Marshal,0.9962674737321997
1050,NOPTY,1608,"City Court, City of Oakdale",Joseph Lockett ,Allen,1,0,m,0,2,1,2014,City Marshal,0.9948957606347725
1051,NOPTY,3030,"City Court, City of Pineville","Arthur ""Artie"" Cole ",Rapides,3,0,m,0,5,2,2014,City Marshal,0.9923915417930913
1052,REP,1287,"City Court, City of Pineville",Dwayne Rogers ,Rapides,3,0,m,0,5,2,2014,City Marshal,0.9923618239154901
1053,NOPTY,3861,"City Court, City of Pineville",Jay Slayter ,Rapides,3,0,m,0,5,2,2014,City Marshal,0.9871461001024192
1054,REP,1404,"City Court, City of Pineville",Robert A. Michiels ,Rapides,3,0,m,0,5,2,2014,City Marshal,0.9952560453690997
1055,REP,6387,"City Court, City of Pineville",Sarah Smith ,Rapides,3,0,f,0,5,2,2014,City Marshal,0.9963753597867887
1056,DEM,1342,"City Court, City of Plaquemine",Antoinette J. Williams ,Iberville,0,0,f,2,2,0,2014,City Marshal,0.9988812923893271
