"","position","district","candidate","year","parish","party","votes","n_can","n_dem","n_rep","n_nopty","n_other","genoffice"
"729","Chief of Police","City of Patterson","""Pam"" Washington ",2014,"St. Mary","DEM",818,2,2,0,0,0,"Chief of Police"
"730","Chief of Police","City of Patterson","Patrick M. LaSalle ",2014,"St. Mary","DEM",1259,2,2,0,0,0,"Chief of Police"
"731","Chief of Police","City of Port Allen","Anthony ""Kip"" Dupree ",2016,"West Baton Rouge","NOPTY",1049,2,1,0,1,0,"Chief of Police"
"732","Chief of Police","City of Port Allen","Esdron Brown ",2016,"West Baton Rouge","DEM",1648,2,1,0,1,0,"Chief of Police"
"733","Chief of Police","City of Rayne","Carroll J. Stelly ",2014,"Acadia","DEM",1664,5,3,0,0,2,"Chief of Police"
"734","Chief of Police","City of Rayne","David Sykes ",2014,"Acadia","OTHER",37,5,3,0,0,2,"Chief of Police"
"735","Chief of Police","City of Rayne","George Melancon ",2014,"Acadia","DEM",573,5,3,0,0,2,"Chief of Police"
"736","Chief of Police","City of Rayne","Joseph ""Joe"" Caillet ",2014,"Acadia","DEM",1064,5,3,0,0,2,"Chief of Police"
"737","Chief of Police","City of Rayne","Terry Broussard ",2014,"Acadia","OTHER",182,5,3,0,0,2,"Chief of Police"
"738","Chief of Police","City of Slidell","""Tommy"" Benasco ",2016,"St. Tammany","REP",1796,4,0,4,0,0,"Chief of Police"
"739","Chief of Police","City of Slidell","Jimmie Estes ",2016,"St. Tammany","REP",1320,4,0,4,0,0,"Chief of Police"
"740","Chief of Police","City of Slidell","Kevin P. O'Neill ",2016,"St. Tammany","REP",2598,4,0,4,0,0,"Chief of Police"
"741","Chief of Police","City of Slidell","Randy Fandal ",2016,"St. Tammany","REP",5559,4,0,4,0,0,"Chief of Police"
"742","Chief of Police","City of Springhill","""Will"" Lynd IV ",2014,"Webster","DEM",1058,2,2,0,0,0,"Chief of Police"
"743","Chief of Police","City of Springhill","Ronnie Coleman ",2014,"Webster","DEM",628,2,2,0,0,0,"Chief of Police"
"744","Chief of Police","City of Ville Platte","Glenn Leleux ",2014,"Evangeline","REP",757,3,2,1,0,0,"Chief of Police"
"745","Chief of Police","City of Ville Platte","Linton Fontenot ",2014,"Evangeline","DEM",884,3,2,1,0,0,"Chief of Police"
"746","Chief of Police","City of Ville Platte","Neal Lartigue ",2014,"Evangeline","DEM",1571,3,2,1,0,0,"Chief of Police"
"747","Chief of Police","City of Walker","""Chris"" Dufour ",2016,"Livingston","REP",848,4,0,4,0,0,"Chief of Police"
"748","Chief of Police","City of Walker","""Joey"" Booth ",2016,"Livingston","REP",767,4,0,4,0,0,"Chief of Police"
"749","Chief of Police","City of Walker","David Addison ",2016,"Livingston","REP",1037,4,0,4,0,0,"Chief of Police"
"750","Chief of Police","City of Walker","William Lawson ",2016,"Livingston","REP",80,4,0,4,0,0,"Chief of Police"
"751","Chief of Police","City of Westlake","Christopher James Wilrye ",2014,"Calcasieu","DEM",849,2,1,0,1,0,"Chief of Police"
"752","Chief of Police","City of Westlake","Rodney Grantham, Jr. ",2014,"Calcasieu","NOPTY",711,2,1,0,1,0,"Chief of Police"
"753","Chief of Police","City of Youngsville","""Rickey"" Boudreaux ",2014,"Lafayette","REP",2219,3,1,2,0,0,"Chief of Police"
"754","Chief of Police","City of Youngsville","Earl Menard ",2014,"Lafayette","REP",1243,3,1,2,0,0,"Chief of Police"
"755","Chief of Police","City of Youngsville","Gary Williams ",2014,"Lafayette","DEM",315,3,1,2,0,0,"Chief of Police"
"756","Chief of Police","Town of Amite City","Darrell H. Michael ",2016,"Tangipahoa","OTHER",574,2,1,0,0,1,"Chief of Police"
"757","Chief of Police","Town of Amite City","Jerry Trabona ",2016,"Tangipahoa","DEM",1267,2,1,0,0,1,"Chief of Police"
"758","Chief of Police","Town of Arnaudville","Eddy J. Lecompte ",2014,"Multi-Parish Race","OTHER",282,2,1,0,0,1,"Chief of Police"
"759","Chief of Police","Town of Arnaudville","Kenneth ""Toby"" Wetzel ",2014,"Multi-Parish Race","DEM",215,2,1,0,0,1,"Chief of Police"
"760","Chief of Police","Town of Baldwin","Albert ""Al"" Thibodaux ",2014,"St. Mary","DEM",247,6,6,0,0,0,"Chief of Police"
"761","Chief of Police","Town of Baldwin","Daven J. Colar ",2014,"St. Mary","DEM",124,6,6,0,0,0,"Chief of Police"
"762","Chief of Police","Town of Baldwin","David J. Robertson ",2014,"St. Mary","DEM",53,6,6,0,0,0,"Chief of Police"
"763","Chief of Police","Town of Baldwin","Harry ""Boo Boo"" Smith, Jr. ",2014,"St. Mary","DEM",523,6,6,0,0,0,"Chief of Police"
"764","Chief of Police","Town of Baldwin","Ronnie Fuselier ",2014,"St. Mary","DEM",82,6,6,0,0,0,"Chief of Police"
"765","Chief of Police","Town of Baldwin","Sharandae K. Brannon ",2014,"St. Mary","DEM",27,6,6,0,0,0,"Chief of Police"
"766","Chief of Police","Town of Ball","Curtis Pugh ",2014,"Rapides","NOPTY",223,4,0,2,2,0,"Chief of Police"
"767","Chief of Police","Town of Ball","Melvin O. Williams, Jr. ",2014,"Rapides","NOPTY",380,4,0,2,2,0,"Chief of Police"
"768","Chief of Police","Town of Ball","Nathaniel ""Nate"" Ussery ",2014,"Rapides","REP",729,4,0,2,2,0,"Chief of Police"
"769","Chief of Police","Town of Ball","Ray Adams ",2014,"Rapides","REP",166,4,0,2,2,0,"Chief of Police"
"770","Chief of Police","Town of Blanchard","Gary Paul Presswood ",2014,"Caddo","DEM",899,2,2,0,0,0,"Chief of Police"
"771","Chief of Police","Town of Blanchard","Jammie D. Phill ",2014,"Caddo","DEM",243,2,2,0,0,0,"Chief of Police"
"772","Chief of Police","Town of Boyce","Eddie Washington ",2014,"Rapides","DEM",243,3,3,0,0,0,"Chief of Police"
"773","Chief of Police","Town of Boyce","Preston Durr ",2014,"Rapides","DEM",142,3,3,0,0,0,"Chief of Police"
"774","Chief of Police","Town of Boyce","Steve Stokes ",2014,"Rapides","DEM",76,3,3,0,0,0,"Chief of Police"
"775","Chief of Police","Town of Brusly","Jonathan Jules Lefeaux ",2014,"West Baton Rouge","NOPTY",648,2,1,0,1,0,"Chief of Police"
"776","Chief of Police","Town of Brusly","Paul D. Marionneaux ",2014,"West Baton Rouge","DEM",538,2,1,0,1,0,"Chief of Police"
"777","Chief of Police","Town of Campti","Gregory Eldridge ",2014,"Natchitoches","DEM",262,2,1,0,0,1,"Chief of Police"
"778","Chief of Police","Town of Campti","Rickey Armstead ",2014,"Natchitoches","OTHER",57,2,1,0,0,1,"Chief of Police"
"779","Chief of Police","Town of Chatham","Barclay James Spears ",2016,"Jackson","NOPTY",5,4,2,0,2,0,"Chief of Police"
"780","Chief of Police","Town of Chatham","Brandon Myers ",2016,"Jackson","DEM",207,4,2,0,2,0,"Chief of Police"
"781","Chief of Police","Town of Chatham","John T. Mize ",2016,"Jackson","NOPTY",19,4,2,0,2,0,"Chief of Police"
"782","Chief of Police","Town of Chatham","Matt ""Billy"" Huey ",2016,"Jackson","DEM",10,4,2,0,2,0,"Chief of Police"
"783","Chief of Police","Town of Church Point","""Kim"" Foti ",2014,"Acadia","REP",50,4,1,2,0,1,"Chief of Police"
"784","Chief of Police","Town of Church Point","Albert J. Venable, Sr. ",2014,"Acadia","DEM",1047,4,1,2,0,1,"Chief of Police"
"785","Chief of Police","Town of Church Point","Mark Gilliam ",2014,"Acadia","REP",339,4,1,2,0,1,"Chief of Police"
"786","Chief of Police","Town of Church Point","Ronald Carrier ",2014,"Acadia","OTHER",443,4,1,2,0,1,"Chief of Police"
"787","Chief of Police","Town of Cottonport","Donald Ray Jenkins ",2016,"Avoyelles","NOPTY",111,4,2,1,1,0,"Chief of Police"
"788","Chief of Police","Town of Cottonport","Earnest Anderson, Jr. ",2016,"Avoyelles","DEM",388,4,2,1,1,0,"Chief of Police"
"789","Chief of Police","Town of Cottonport","Steven John Gauthier ",2016,"Avoyelles","REP",286,4,2,1,1,0,"Chief of Police"
"790","Chief of Police","Town of Cottonport","Taronda Jacobs ",2016,"Avoyelles","DEM",95,4,2,1,1,0,"Chief of Police"
"791","Chief of Police","Town of Cullen","Christopher Lauderdale ",2016,"Webster","DEM",25,3,2,0,1,0,"Chief of Police"
"792","Chief of Police","Town of Cullen","George Salsberry, Jr. ",2016,"Webster","NOPTY",102,3,2,0,1,0,"Chief of Police"
"793","Chief of Police","Town of Cullen","Rosetta Carr Burnett ",2016,"Webster","DEM",198,3,2,0,1,0,"Chief of Police"
"794","Chief of Police","Town of Delhi","""Ken"" Harrell ",2014,"Richland","REP",465,3,2,1,0,0,"Chief of Police"
"795","Chief of Police","Town of Delhi","Johnny Cleveland ",2014,"Richland","DEM",103,3,2,1,0,0,"Chief of Police"
"796","Chief of Police","Town of Delhi","Nathaniel Roy Williams ",2014,"Richland","DEM",738,3,2,1,0,0,"Chief of Police"
"797","Chief of Police","Town of Elizabeth","Alan ""Shane"" Ware ",2014,"Allen","DEM",153,2,2,0,0,0,"Chief of Police"
"798","Chief of Police","Town of Elizabeth","Kristina Laird ",2014,"Allen","DEM",92,2,2,0,0,0,"Chief of Police"
"799","Chief of Police","Town of Elton","""Tony"" Johnson ",2014,"Jefferson Davis","DEM",111,3,3,0,0,0,"Chief of Police"
"800","Chief of Police","Town of Elton","Bruce A. Lemelle ",2014,"Jefferson Davis","DEM",250,3,3,0,0,0,"Chief of Police"
"801","Chief of Police","Town of Elton","Marcus Lemoine, Sr. ",2014,"Jefferson Davis","DEM",172,3,3,0,0,0,"Chief of Police"
"802","Chief of Police","Town of Erath","Gerald Hebert ",2014,"Vermilion","DEM",687,2,1,1,0,0,"Chief of Police"
"803","Chief of Police","Town of Erath","John ""Dob"" Toups ",2014,"Vermilion","REP",303,2,1,1,0,0,"Chief of Police"
"804","Chief of Police","Town of Glenmora","Arnold McCain ",2014,"Rapides","NOPTY",172,2,0,0,2,0,"Chief of Police"
"805","Chief of Police","Town of Glenmora","Thomas Doyle ",2014,"Rapides","NOPTY",352,2,0,0,2,0,"Chief of Police"
"806","Chief of Police","Town of Gramercy","Brent Dicharry ",2014,"St. James","DEM",1170,2,2,0,0,0,"Chief of Police"
"807","Chief of Police","Town of Gramercy","David E. Detillier ",2014,"St. James","DEM",165,2,2,0,0,0,"Chief of Police"
"808","Chief of Police","Town of Grand Coteau","John Jeff Lemelle ",2014,"St. Landry","DEM",66,3,3,0,0,0,"Chief of Police"
"809","Chief of Police","Town of Grand Coteau","Willie Troy Coco ",2014,"St. Landry","DEM",114,3,3,0,0,0,"Chief of Police"
"810","Chief of Police","Town of Grand Coteau","Wilton Guidry ",2014,"St. Landry","DEM",328,3,3,0,0,0,"Chief of Police"
"811","Chief of Police","Town of Haughton","""Wayne"" Berry ",2016,"Bossier","REP",308,3,1,2,0,0,"Chief of Police"
"812","Chief of Police","Town of Haughton","Adrian Ruffin ",2016,"Bossier","DEM",414,3,1,2,0,0,"Chief of Police"
"813","Chief of Police","Town of Haughton","Ronald ""Todd"" Gibson ",2016,"Bossier","REP",896,3,1,2,0,0,"Chief of Police"
"814","Chief of Police","Town of Haynesville","Anthony Craig Smith ",2014,"Claiborne","NOPTY",483,3,0,2,1,0,"Chief of Police"
"815","Chief of Police","Town of Haynesville","Danny Mills ",2014,"Claiborne","REP",299,3,0,2,1,0,"Chief of Police"
"816","Chief of Police","Town of Haynesville","Kenneth ""Ken"" Wood ",2014,"Claiborne","REP",55,3,0,2,1,0,"Chief of Police"
"817","Chief of Police","Town of Jena","Paul Smith ",2014,"Lasalle","REP",602,2,0,1,1,0,"Chief of Police"
"818","Chief of Police","Town of Jena","Scott McLendon ",2014,"Lasalle","NOPTY",772,2,0,1,1,0,"Chief of Police"
"819","Chief of Police","Town of Jonesboro","James ""Spike"" Harris ",2014,"Jackson","OTHER",763,2,0,0,1,1,"Chief of Police"
"820","Chief of Police","Town of Jonesboro","Maxie Faye Monroe ",2014,"Jackson","NOPTY",686,2,0,0,1,1,"Chief of Police"
"821","Chief of Police","Town of Kentwood","""Greg"" Burton ",2014,"Tangipahoa","DEM",289,5,4,1,0,0,"Chief of Police"
"822","Chief of Police","Town of Kentwood","""Sammy"" Broyles ",2014,"Tangipahoa","DEM",100,5,4,1,0,0,"Chief of Police"
"823","Chief of Police","Town of Kentwood","Keith Womack ",2014,"Tangipahoa","DEM",67,5,4,1,0,0,"Chief of Police"
"824","Chief of Police","Town of Kentwood","Michael Kazeroni ",2014,"Tangipahoa","REP",294,5,4,1,0,0,"Chief of Police"
"825","Chief of Police","Town of Kentwood","Wayne Stewart ",2014,"Tangipahoa","DEM",247,5,4,1,0,0,"Chief of Police"
"826","Chief of Police","Town of Krotz Springs","Norman Mouille ",2014,"St. Landry","DEM",360,2,2,0,0,0,"Chief of Police"
"827","Chief of Police","Town of Krotz Springs","Wanda ""Susie"" Lacassin ",2014,"St. Landry","DEM",364,2,2,0,0,0,"Chief of Police"
"828","Chief of Police","Town of Lake Arthur","""Ray"" Marcantel ",2014,"Jefferson Davis","OTHER",383,3,1,0,1,1,"Chief of Police"
"829","Chief of Police","Town of Lake Arthur","Cheryl Vincent ",2014,"Jefferson Davis","DEM",363,3,1,0,1,1,"Chief of Police"
"830","Chief of Police","Town of Lake Arthur","Kerry Bob Turner ",2014,"Jefferson Davis","NOPTY",272,3,1,0,1,1,"Chief of Police"
"831","Chief of Police","Town of Lake Providence","Aaron ""Rudy"" Threats ",2014,"East Carroll","DEM",1046,2,2,0,0,0,"Chief of Police"
"832","Chief of Police","Town of Lake Providence","Jason Richardson ",2014,"East Carroll","DEM",833,2,2,0,0,0,"Chief of Police"
"833","Chief of Police","Town of Lockport","Ernest P. Boudreaux, Sr. ",2016,"Lafourche","DEM",363,3,3,0,0,0,"Chief of Police"
"834","Chief of Police","Town of Lockport","Hamilton ""Buck"" Guidroz ",2016,"Lafourche","DEM",56,3,3,0,0,0,"Chief of Police"
"835","Chief of Police","Town of Lockport","Warren Vedros ",2016,"Lafourche","DEM",612,3,3,0,0,0,"Chief of Police"
"836","Chief of Police","Town of Lutcher","Dwan Bowser ",2014,"St. James","DEM",1345,2,2,0,0,0,"Chief of Police"
"837","Chief of Police","Town of Lutcher","Iana Gaines Joseph ",2014,"St. James","DEM",282,2,2,0,0,0,"Chief of Police"
"838","Chief of Police","Town of Mamou","Allen S. Noel, Sr. ",2014,"Evangeline","DEM",171,4,2,1,1,0,"Chief of Police"
"839","Chief of Police","Town of Mamou","Charles Perdices ",2014,"Evangeline","NOPTY",137,4,2,1,1,0,"Chief of Police"
"840","Chief of Police","Town of Mamou","Katina Richard ",2014,"Evangeline","DEM",484,4,2,1,1,0,"Chief of Police"
"841","Chief of Police","Town of Mamou","Robert McGee ",2014,"Evangeline","REP",421,4,2,1,1,0,"Chief of Police"
"842","Chief of Police","Town of Mangham","Jerry Lynn Graham ",2014,"Richland","OTHER",68,2,1,0,0,1,"Chief of Police"
"843","Chief of Police","Town of Mangham","Perry Fleming ",2014,"Richland","DEM",180,2,1,0,0,1,"Chief of Police"
"844","Chief of Police","Town of Mansura","John K. Johnson ",2014,"Avoyelles","DEM",430,2,2,0,0,0,"Chief of Police"
"845","Chief of Police","Town of Mansura","Phillip ""Pecan"" Lucas, Jr. ",2014,"Avoyelles","DEM",155,2,2,0,0,0,"Chief of Police"
"846","Chief of Police","Town of Maringouin","Hosea K. Anderson ",2014,"Iberville","DEM",316,2,2,0,0,0,"Chief of Police"
"847","Chief of Police","Town of Maringouin","John E. Simien ",2014,"Iberville","DEM",297,2,2,0,0,0,"Chief of Police"
"848","Chief of Police","Town of Marion","Charles V. Brown ",2014,"Union","REP",25,2,1,1,0,0,"Chief of Police"
"849","Chief of Police","Town of Marion","Mark Dodd ",2014,"Union","DEM",235,2,1,1,0,0,"Chief of Police"
"850","Chief of Police","Town of Melville","Anthony Moreau ",2014,"St. Landry","DEM",300,2,2,0,0,0,"Chief of Police"
"851","Chief of Police","Town of Melville","John Mckeel ",2014,"St. Landry","DEM",253,2,2,0,0,0,"Chief of Police"
"852","Chief of Police","Town of Newellton","Jerry Martin, Sr. ",2016,"Tensas","DEM",80,3,3,0,0,0,"Chief of Police"
"853","Chief of Police","Town of Newellton","Johnny Gales ",2016,"Tensas","DEM",297,3,3,0,0,0,"Chief of Police"
"854","Chief of Police","Town of Newellton","Rocco Furello ",2016,"Tensas","DEM",164,3,3,0,0,0,"Chief of Police"
"855","Chief of Police","Town of Oberlin","Grady K. Haynes ",2014,"Allen","DEM",464,3,2,1,0,0,"Chief of Police"
"856","Chief of Police","Town of Oberlin","Terry R. Reeves ",2014,"Allen","REP",53,3,2,1,0,0,"Chief of Police"
"857","Chief of Police","Town of Oberlin","Wayne Courville ",2014,"Allen","DEM",291,3,2,1,0,0,"Chief of Police"
"858","Chief of Police","Town of Pearl River","""Eddie"" Lagman ",2014,"St. Tammany","NOPTY",37,5,0,3,2,0,"Chief of Police"
"859","Chief of Police","Town of Pearl River","""JJ"" Jennings ",2014,"St. Tammany","REP",372,5,0,3,2,0,"Chief of Police"
"860","Chief of Police","Town of Pearl River","Edward ""Ed"" Haisch ",2014,"St. Tammany","NOPTY",204,5,0,3,2,0,"Chief of Police"
"861","Chief of Police","Town of Pearl River","Mark Barrios ",2014,"St. Tammany","REP",196,5,0,3,2,0,"Chief of Police"
"862","Chief of Police","Town of Pearl River","Matthew McQueen ",2014,"St. Tammany","REP",221,5,0,3,2,0,"Chief of Police"
"863","Chief of Police","Town of Port Barre","Deon R. Boudreaux ",2014,"St. Landry","NOPTY",535,2,0,0,1,1,"Chief of Police"
"864","Chief of Police","Town of Port Barre","Vickie Martin Keys ",2014,"St. Landry","OTHER",185,2,0,0,1,1,"Chief of Police"
"865","Chief of Police","Town of Ringgold","Antwoin Moore ",2014,"Bienville","DEM",171,2,2,0,0,0,"Chief of Police"
"866","Chief of Police","Town of Ringgold","Roosevelt Kinsey ",2014,"Bienville","DEM",362,2,2,0,0,0,"Chief of Police"
"867","Chief of Police","Town of Sarepta","Raymond Moore, Jr. ",2016,"Webster","NOPTY",30,3,0,1,2,0,"Chief of Police"
"868","Chief of Police","Town of Sarepta","Richard Downs ",2016,"Webster","NOPTY",146,3,0,1,2,0,"Chief of Police"
"869","Chief of Police","Town of Sarepta","Ted Lewis ",2016,"Webster","REP",188,3,0,1,2,0,"Chief of Police"
"870","Chief of Police","Town of Sunset","""Chad"" Primeaux ",2014,"St. Landry","OTHER",401,5,4,0,0,1,"Chief of Police"
"871","Chief of Police","Town of Sunset","Henry Andrus Nelson ",2014,"St. Landry","DEM",319,5,4,0,0,1,"Chief of Police"
"872","Chief of Police","Town of Sunset","Kevin Pugh ",2014,"St. Landry","DEM",113,5,4,0,0,1,"Chief of Police"
"873","Chief of Police","Town of Sunset","Luis ""Louie"" Padilla ",2014,"St. Landry","DEM",379,5,4,0,0,1,"Chief of Police"
"874","Chief of Police","Town of Sunset","Russell James Jolivette ",2014,"St. Landry","DEM",38,5,4,0,0,1,"Chief of Police"
"875","Chief of Police","Town of Tullos","Gary McDaniel ",2014,"Lasalle","NOPTY",58,3,0,0,3,0,"Chief of Police"
"876","Chief of Police","Town of Tullos","Mickey L. Martin ",2014,"Lasalle","NOPTY",41,3,0,0,3,0,"Chief of Police"
"877","Chief of Police","Town of Tullos","Sandy Haworth ",2014,"Lasalle","NOPTY",22,3,0,0,3,0,"Chief of Police"
"878","Chief of Police","Town of Vivian","Philip ""Kru"" Craft ",2014,"Caddo","NOPTY",253,3,2,0,1,0,"Chief of Police"
"879","Chief of Police","Town of Vivian","Ryan Nelson ",2014,"Caddo","DEM",503,3,2,0,1,0,"Chief of Police"
"880","Chief of Police","Town of Vivian","Sam Curry ",2014,"Caddo","DEM",247,3,2,0,1,0,"Chief of Police"
"881","Chief of Police","Town of Washington","Daniel Trent, Sr. ",2016,"St. Landry","DEM",47,4,3,0,1,0,"Chief of Police"
"882","Chief of Police","Town of Washington","Latoya Trent ",2016,"St. Landry","DEM",356,4,3,0,1,0,"Chief of Police"
"883","Chief of Police","Town of Washington","Mary Doucet ",2016,"St. Landry","NOPTY",74,4,3,0,1,0,"Chief of Police"
"884","Chief of Police","Town of Washington","William Worthy ",2016,"St. Landry","DEM",38,4,3,0,1,0,"Chief of Police"
"885","Chief of Police","Town of Welsh","""Tommy"" Chaisson ",2016,"Jefferson Davis","NOPTY",549,2,1,0,1,0,"Chief of Police"
"886","Chief of Police","Town of Welsh","Marcus L. Crochet ",2016,"Jefferson Davis","DEM",917,2,1,0,1,0,"Chief of Police"
"887","Chief of Police","Town of White Castle","Harold L. Brooks, Jr. ",2014,"Iberville","DEM",486,2,2,0,0,0,"Chief of Police"
"888","Chief of Police","Town of White Castle","Mario D. Brown ",2014,"Iberville","DEM",497,2,2,0,0,0,"Chief of Police"
"889","Chief of Police","Town of Wisner","Everett J. Richardson ",2014,"Franklin","DEM",66,4,2,0,2,0,"Chief of Police"
"890","Chief of Police","Town of Wisner","Jacob W. Jones ",2014,"Franklin","NOPTY",122,4,2,0,2,0,"Chief of Police"
"891","Chief of Police","Town of Wisner","Jessie E. Lemle ",2014,"Franklin","DEM",41,4,2,0,2,0,"Chief of Police"
"892","Chief of Police","Town of Wisner","Roy Cureington ",2014,"Franklin","NOPTY",57,4,2,0,2,0,"Chief of Police"
"893","Chief of Police","Town of Zwolle","Daniel Thomas ",2014,"Sabine","NOPTY",316,3,1,1,1,0,"Chief of Police"
"894","Chief of Police","Town of Zwolle","Dontrell Evans ",2014,"Sabine","DEM",210,3,1,1,1,0,"Chief of Police"
"895","Chief of Police","Town of Zwolle","Jeff Alford ",2014,"Sabine","REP",72,3,1,1,1,0,"Chief of Police"
"896","Chief of Police","Village of Anacoco","Jerry C. Waller ",2016,"Vernon","REP",221,2,0,1,1,0,"Chief of Police"
"897","Chief of Police","Village of Anacoco","Randall Bryan ",2016,"Vernon","NOPTY",242,2,0,1,1,0,"Chief of Police"
"898","Chief of Police","Village of Baskin","Danny Barber ",2014,"Franklin","NOPTY",44,2,0,0,2,0,"Chief of Police"
"899","Chief of Police","Village of Baskin","Roger Grayson ",2014,"Franklin","NOPTY",38,2,0,0,2,0,"Chief of Police"
"900","Chief of Police","Village of Chataignier","Bill Ortego ",2014,"Evangeline","DEM",78,2,2,0,0,0,"Chief of Police"
"901","Chief of Police","Village of Chataignier","Paul Allen, Jr. ",2014,"Evangeline","DEM",105,2,2,0,0,0,"Chief of Police"
"902","Chief of Police","Village of Converse","Chad Ryals ",2016,"Sabine","REP",19,2,1,1,0,0,"Chief of Police"
